src_qualified_name,dst_qualified_name,relationship_type,direction,depth,relationship_ids
maxcompute-table.dataworks_analyze.tmp_d_table_lineage_with_skynets,maxcompute-table.dataworks_analyze.meta_table_lineage,SQL,UP,1,odps.SQL.163067078
maxcompute-table.cdo_meta.meta_io_schd_relation,maxcompute-table.dataworks_analyze.tmp_d_table_lineage_with_skynets,SQL,UP,2,odps.SQL.163067078
maxcompute-table.dataworks_analyze.dim_calc_engine_info_d,maxcompute-table.dataworks_analyze.tmp_d_table_lineage_with_skynets,SQL,UP,2,odps.SQL.163067078
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.dataworks_analyze.tmp_d_table_lineage_with_skynets,SQL,UP,2,odps.SQL.163067078
maxcompute-table.dataworks_analyze.dwd_d_inst_derived_table_lineages,maxcompute-table.dataworks_analyze.tmp_d_table_lineage_with_skynets,SQL,UP,2,odps.SQL.163067078
maxcompute-table.dataworks_meta.ods_phoenix_node_def_hh,maxcompute-table.dataworks_analyze.tmp_d_table_lineage_with_skynets,SQL,UP,2,odps.SQL.163067078
maxcompute-table.onemeta.dim_meta_do_project_odps,maxcompute-table.dataworks_analyze.tmp_d_table_lineage_with_skynets,SQL,UP,2,odps.SQL.163067078
maxcompute-table.cdo_boss.meta_table,maxcompute-table.cdo_meta.meta_io_schd_relation,SQL,UP,3,odps.SQL.1777023
maxcompute-table.cdo_boss.meta_table_relation,maxcompute-table.cdo_meta.meta_io_schd_relation,SQL,UP,3,odps.SQL.1777023
maxcompute-table.cdo_meta.20240624_5867_mv_table_ab62cdb2cff51ba4188784c2d7af78e49c781ba8c99f9916251b51f2439ddd70,maxcompute-table.cdo_meta.meta_io_schd_relation,SQL,UP,3,odps.SQL.1777023
maxcompute-table.cdo_meta.m_dw_odps_table_relations_based_on_js_and_sxml,maxcompute-table.cdo_meta.meta_io_schd_relation,SQL,UP,3,odps.SQL.1777023
maxcompute-table.cdo_meta.m_ods_s_phoenix_node_def,maxcompute-table.cdo_meta.meta_io_schd_relation,SQL,UP,3,odps.SQL.1777023
maxcompute-table.cdo_meta.mc_dim_tables_and_views,maxcompute-table.cdo_meta.meta_io_schd_relation,SQL,UP,3,odps.SQL.1777023
maxcompute-table.cdo_meta.odps_input_output_mapping,maxcompute-table.cdo_meta.meta_io_schd_relation,SQL,UP,3,odps.SQL.1777023
maxcompute-table.cdo_meta.temp_odps_table_relation_with_skynet,maxcompute-table.cdo_meta.meta_io_schd_relation,SQL,UP,3,odps.SQL.1777023
mysql-table.0fe32be469bf174aeb61b739fb739b569aac985a,maxcompute-table.dataworks_analyze.dim_calc_engine_info_d,DATAX,UP,3,datax.DATAX.104703006
mysql-table.1cc1233405fa2fcb1f6228e193df5f81e64aaa95,maxcompute-table.dataworks_analyze.dim_calc_engine_info_d,DATAX,UP,3,datax.DATAX.104828669
